2.160410381378568001e+00,-0.000000000000000000e+00,-2.679352858945498184e-02,-1.456589658597418901e-01,-0.000000000000000000e+00.1,-3.684890749864777604e-02,-1.565557431767587160e-01,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00.2,4.495295750151088315e-02,5.058213528908761178e-03,0.000000000000000000e+00.2,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-5.338174425449137075e-03,0.000000000000000000e+00.5,7.252460432426534320e-02,4.585008961672543126e-02,0.000000000000000000e+00.6,0.000000000000000000e+00.7,0.000000000000000000e+00.8,0.000000000000000000e+00.9,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,2.597875164934420125e-02,4.971642107264891142e-02,0.000000000000000000e+00.10,0.000000000000000000e+00.11,3.149155632732338894e-01,-1.791150651655743220e-01,-5.600836176949828271e-01,-5.398713464025843844e-01,-0.000000000000000000e+00.5,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,9.248815763153089842e-02,0.000000000000000000e+00.14,-9.808260403589537380e-02,0.000000000000000000e+00.15,-0.000000000000000000e+00.8,-8.272452735092722387e-02,0.000000000000000000e+00.16,0.000000000000000000e+00.17,0.000000000000000000e+00.18,-1.605732088777960809e-01,-0.000000000000000000e+00.9,-5.432397087691671900e-02,-6.601257984493109909e-02,-0.000000000000000000e+00.10,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-0.000000000000000000e+00.11,7.820270428349370556e-03,0.000000000000000000e+00.22,3.727484938981332624e-02,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,0.000000000000000000e+00.23,0.000000000000000000e+00.24,0.000000000000000000e+00.25,0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,0.000000000000000000e+00.30,1.513003818049727181e-02,0.000000000000000000e+00.31,0.000000000000000000e+00.32,0.000000000000000000e+00.33,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,0.000000000000000000e+00.34,1.208892639032428801e-01,0.000000000000000000e+00.35,-2.834694673620771765e-01,-4.312327912925545403e-01,-0.000000000000000000e+00.16,0.000000000000000000e+00.36,2.070380380904089379e-01,0.000000000000000000e+00.37,0.000000000000000000e+00.38,-3.082805269727751860e-02,0.000000000000000000e+00.39,0.000000000000000000e+00.40,1.078759398530107841e-02,-0.000000000000000000e+00.17,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,0.000000000000000000e+00.41,-0.000000000000000000e+00.20,4.050554078807175329e-02,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.42,-0.000000000000000000e+00.24
-0.0,3.694267997539756,-0.1590232556077844,-0.20435148171427808,-0.6510943836076672,-0.00467094325439064,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.03189802775703649,0.0,-0.0,0.42557364645983375,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.019349001764123252,0.0,-0.0,-0.02194887130857692,-0.0,0.0,-0.0,0.0,-0.3199938025788222,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.7498455638531267,-0.27241754670896545,-0.36113756635681726,-0.0,-0.0,-0.0,-0.1475470790470647,0.0,0.0,0.0,0.0,-0.23128063921291128,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.05380529994179727,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.046678163309518954,-0.0,0.0,-0.0,0.0,0.26865960592401006,-0.0,-0.0,-0.0,-0.0,0.0
-0.02679352858945498,-0.1590232556077844,2.6516055982488638,-0.0,-0.04337617534919203,-0.2393031794584181,-0.0,-0.0,-0.0,-0.0,-0.08377421171175455,-0.0,-0.0,-0.0,-0.08471385127426041,-0.0,0.0,0.0,0.0,0.06896497138223523,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2809011811714348,0.0,-0.0,0.0,0.0,0.0,-0.18592368798850303,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.09558683815895233,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3996133363936756,0.0,0.047553871607568736,-0.2624927039895608,-1.0601247981984447,0.0,0.0,0.0,-0.14098885015444335,-0.0,-0.0,-0.0,-0.0,-0.0,-0.002207412197627413,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.043948804310137486,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.160702415725825,0.07100145211988894,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.1456589658597419,-0.20435148171427808,-0.0,2.96812310184404,-0.39022342604764,-0.0,-0.0016342120408320664,-0.11296337197011196,-0.0,-0.2182286196031842,0.0,0.0,-0.05025416898191391,-0.01776877363869269,0.0,-0.630458307690585,-0.029967441563260637,0.0,-0.0,0.1644882109955115,-0.0,0.0,-0.0,-0.0,-0.0,0.27835913739769286,0.0,-0.0,0.0,0.0,0.0,-0.047508441370362954,-0.17728320763758515,-0.0,0.0,0.3085186320220413,-0.0,-0.2369857570220341,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.08380734195348771,0.0,-0.0,0.1020636891485261,-0.0,0.0,-0.9423249504693744,-0.0,0.0,-0.0,-0.633269556332236,0.0,-0.0,-0.0,-0.0,-0.0,-0.06561825376879789,-0.0,-0.0,-0.0,-0.0,0.008757982241895916,0.0513256686219447,0.015500764939634435,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.030438636546383152,0.0,-0.0,-0.22834245647256904,0.0,-0.0,0.0,0.0,0.117973483290002,0.0,0.0,0.0,0.0,0.11876111486888875,-0.0,-0.05702968642855347,0.0,0.0
-0.0,-0.6510943836076672,-0.04337617534919203,-0.39022342604764,2.4894112747489987,-0.1340343559175058,0.0,-0.0,-0.1908701855808382,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.12158273450846456,0.0,0.0,0.09635369458329354,0.0042735240914674,0.0,0.0,0.00833360667052159,0.15764761594626386,0.0,-0.0,-0.0,-0.0,-0.0940518806075162,0.0,0.2615706540441879,-0.004202566885596988,-0.0,0.0,-0.0,-0.07273986428755301,-0.0,-0.07906937834450964,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0821798799828704,-0.0,0.0,-0.008876601185702531,-0.0,-0.4292084020491814,-0.4792181243084276,-0.0,-0.03369657779982451,-0.10414448821228936,0.0,0.0,0.08562827621215513,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0012653503923466811,0.002229229000651562,0.0,0.0,0.0,-0.0,-0.0,0.028413135601247405,0.0,-0.0,0.0,0.12148077049164333,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0027704866711394873,0.0,0.0,-0.0,-0.07219916212065533,-0.0,0.0,-0.0
-0.036848907498647776,-0.00467094325439064,-0.2393031794584181,-0.0,-0.1340343559175058,4.005454777655525,-0.0,-0.0,-0.46354528655912136,-0.0,-8.239008310717819e-05,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0792071387750787,0.0,0.23040726410042456,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1402202250937155,-0.0,-0.0,-0.0,-0.0,0.027660849669921907,-1.297372912057998,-1.4105632645614448,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.41213797133116703,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.16968216573527448,0.0327822507083107,0.0,0.24638107617986993,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.15655574317675872,-0.0,-0.0,-0.0016342120408320664,0.0,-0.0,3.1158278796604177,-0.39280156194888655,-0.0,-0.0,0.0,0.1556313796310054,-0.0,-0.0,-0.0,-0.9893670789731128,-0.0,-0.0,-0.0,-0.36553798605602433,-0.200010780688486,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.3843285313200223,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.2590248745230337,-0.370397984264403,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.1999664940124335,-0.0,-0.11737613454742941,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.34488386150123684,-0.056543107378988475,0.0,0.0,-0.0,0.033234258328786966,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.04658721441912034,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.03184190446296539,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.11296337197011196,-0.0,-0.0,-0.39280156194888655,2.8150900433519563,-0.818163072325075,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.017532817147112818,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.30348619575543606,0.44233122390990975,0.13209522791493702,-0.0,0.0,0.06114023576428827,0.0,-0.0,-0.0,-0.028119922149077464,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.06873755544041865,0.0,0.084395800653419,0.0,-0.0,0.0,-1.10694567922063,-0.2282639410159173,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0751141314067564,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1595164918127345,-0.03888182213132365,0.0,0.0,-0.0,-0.0,-0.0,0.3992563819147228,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.0,-0.0,-0.0,-0.0,-0.1908701855808382,-0.46354528655912136,-0.0,-0.818163072325075,3.2744543157658703,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10241211729751058,0.0,-0.0,-0.0,0.04401201822805122,0.012300189178936964,-0.0,-0.08820334671452805,-0.0,0.03473807116619569,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.36667295979949327,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.38805171378733666,-0.1461601722992185,-0.0,0.0,-0.0,-0.0,0.0,-0.38342559441295027,-0.3657346955576403,-0.027086609178359703,-0.5393338631920905,-0.0,0.0440162886046644,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0753568772660019,0.0,-0.0,-0.11487138972069906,-0.13167471640454653,0.0,0.05815023452237535,-0.0,-0.0,-0.0,-0.2186928379186125,0.0,0.24096265093934513,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.032791329872532,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.2182286196031842,-0.0,-0.0,-0.0,0.0,-0.0,2.965001398139212,-0.4435777946793638,-0.18322321322683235,-0.0,-0.0,-0.0,-0.2540004186699622,-0.0,-0.0,0.06637127592088199,0.16461886003050444,0.0,-0.05217350409213174,-0.0,-0.0861861240075147,-0.20857688040531744,-0.0,0.007560433975756883,-0.0,-0.0,-0.06860333301499597,-0.0,-0.0,-0.20834452038335136,-0.1917349210679969,-0.0,0.0,-0.0,-0.19547320111044525,-0.18782696694661927,-0.0,-0.0,-0.1488095318331144,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.19953816517821463,-0.43803518031533367,-0.22503120912507377,-0.0,-0.14043961336608649,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.06405359773616956,-0.10849040441446772,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.1998134991251008,-0.0,-0.04444613515079678,-0.05654735641442913,-0.28140498942929193,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
0.04495295750151088,-0.0,-0.08377421171175455,0.0,-0.0,-8.239008310717819e-05,0.0,0.0,-0.0,-0.4435777946793638,2.2752191266680755,-0.7881651833627702,-0.0,-0.0,-0.0,0.06730383362485119,0.0,0.0,0.1308645841134558,0.01073390801082948,0.24056129041832047,0.0,0.0,0.0,-0.0,-0.07318708699508472,0.09356626116963805,-0.0,-0.0,-0.0,0.14824914519530338,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3261395991140077,-0.0,0.14207012096056623,-0.0,0.16378298967101584,-0.0,0.0,0.0,-0.0,0.1265218407006145,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.1946868051722289,-0.46784391352419685,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.04279959490841233,0.0,0.2043768500351786,0.0,0.0,0.0,0.0,-0.0,0.1750433659091862,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.05270363463959013,0.0,-0.0,-0.017715612145153395,0.0,0.0447344582785863,-0.0,0.0
