2.045456384394434668e+00,-0.000000000000000000e+00,-1.788127536728865707e-01,-0.000000000000000000e+00.1,0.000000000000000000e+00,-0.000000000000000000e+00.2,0.000000000000000000e+00.1,-0.000000000000000000e+00.3,-1.034427575454413273e-01,-0.000000000000000000e+00.4,0.000000000000000000e+00.2,0.000000000000000000e+00.3,0.000000000000000000e+00.4,0.000000000000000000e+00.5,0.000000000000000000e+00.6,-3.487905665466824179e-02,0.000000000000000000e+00.7,0.000000000000000000e+00.8,6.709953131155854678e-02,-0.000000000000000000e+00.5,0.000000000000000000e+00.9,-0.000000000000000000e+00.6,0.000000000000000000e+00.10,4.919681127329256221e-01,-1.968266831662801031e-01,0.000000000000000000e+00.11,3.417537350023098358e-02,-0.000000000000000000e+00.7,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-0.000000000000000000e+00.8,-3.434157338043607455e-01,-2.824724358823627740e-02,1.652326115136012741e-01,0.000000000000000000e+00.14,0.000000000000000000e+00.15,0.000000000000000000e+00.16,-3.871289942589239974e-01,0.000000000000000000e+00.17,0.000000000000000000e+00.18,0.000000000000000000e+00.19,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,-4.301665269077047937e-01,-0.000000000000000000e+00.11,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-0.000000000000000000e+00.12,-1.723822584665638258e-01,-0.000000000000000000e+00.13,-1.075663653935487601e-01,-0.000000000000000000e+00.14,0.000000000000000000e+00.22,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-1.536026486787983036e-01,-4.500389889592977533e-02,-4.063084182235734976e-01,-1.178914431934010854e-01,-0.000000000000000000e+00.18,-3.064647569300997521e-02,-0.000000000000000000e+00.19,-8.699153321987648790e-02,0.000000000000000000e+00.23,-0.000000000000000000e+00.20,0.000000000000000000e+00.24,-0.000000000000000000e+00.21,0.000000000000000000e+00.25,0.000000000000000000e+00.26,2.084154758783584790e-02,0.000000000000000000e+00.27,0.000000000000000000e+00.28,-0.000000000000000000e+00.22,0.000000000000000000e+00.29,-0.000000000000000000e+00.23,0.000000000000000000e+00.30,0.000000000000000000e+00.31,-0.000000000000000000e+00.24,0.000000000000000000e+00.32,0.000000000000000000e+00.33,0.000000000000000000e+00.34,-0.000000000000000000e+00.25,0.000000000000000000e+00.35,-0.000000000000000000e+00.26,-0.000000000000000000e+00.27,9.265857629525529882e-02,-0.000000000000000000e+00.28,0.000000000000000000e+00.36,0.000000000000000000e+00.37,3.712978245837679214e-01,0.000000000000000000e+00.38,-0.000000000000000000e+00.29,0.000000000000000000e+00.39,0.000000000000000000e+00.40,-0.000000000000000000e+00.30,0.000000000000000000e+00.41,0.000000000000000000e+00.42,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32
-0.0,3.6186308579971618,-0.7470723322465184,-0.6004053523568893,-1.1082352807823908,-0.0,-0.0,-0.0,-0.23880369477998628,-0.0,0.0,-0.007255324835252078,-0.0,-0.0,0.0,-1.138147488693245,0.0,-0.00805193954633566,0.0,0.0,-0.0,-0.0,0.0803179478308203,0.0,-0.0,-0.0,-0.0,0.0,0.07931527162041832,0.09212751581118568,-0.0,0.0,0.0,0.0382889159747214,0.0,-0.0,-0.0,0.0,0.0,0.06806203883769339,0.0,-0.0,0.0,-0.0,-0.03025448654754035,0.0,0.04787681757831911,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.05345108705767428,0.0,-0.0,-0.0,-0.0,-0.0,0.38514811600296034,0.0,0.0,0.0,0.0,-0.06722814550784718,-0.0,0.0,0.0,0.002131730150440617,0.0,-0.0,0.0,0.0,-0.28566585812147405,-0.0,-0.01687259347672741,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.17881275367288657,-0.7470723322465184,2.624306573230536,-0.2331691515482128,-0.0,-0.0,-0.1136837587726576,-0.26047156547747297,-0.0,-0.0,0.0,-0.18296761345983076,-0.3307416929789707,-0.0,0.0,-0.3582367774713746,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.025957259964930895,0.0,0.21547164705508645,0.0,0.0,0.003508054397127756,-0.0,-0.0,0.0,-0.12988630833091855,-0.05513332410240791,-0.132462752705666,0.0510235880030011,-0.023155059337116413,0.0,-0.0,-0.022150291847043146,0.0,0.0,0.0,0.0,0.0,0.0,-0.06841519644803021,-0.0,-0.0,-0.0,-0.5781080554754063,-0.0,0.0,-0.0,0.309851307354383,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.005677272842074044,-0.0,-0.0,-0.0,-0.1681508451744522,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.08959517324247197,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
-0.0,-0.6004053523568893,-0.2331691515482128,3.777981398047362,-1.4795035458438852,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.008911466045820353,-0.0,0.0,-0.2812747210810655,0.05583024703826526,0.0,0.0,0.08955257459317623,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11059172322875516,0.0,0.17213794794384218,0.0,-0.0,0.23769887691935865,0.0,0.0,0.0,-0.16421408654415529,0.0,0.0,0.0,0.0,0.4284405988936565,0.0,-0.0,0.020860828264003622,0.11776716009747545,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.6507115261335954,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.016540329420251305,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.02422304171872681,0.0,-0.0,-0.0,0.0,-0.15394374137348732,-0.0,0.0,0.0,0.0,0.0,0.08408256689989883,0.0,-0.0,0.014031984208217206,0.05528325017885819,0.22556431836165083,0.0,0.0,-0.0,0.0
0.0,-1.1082352807823908,-0.0,-1.4795035458438852,3.952622925092741,-0.0,-0.14094668621951037,-0.0,-0.0,-0.0,-0.0,-0.06496554439202845,-0.02096899742893104,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.3854609354557023,0.09565355374216872,0.0,0.0,0.18225704742349527,0.2741275086008554,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.008739488212581937,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.07306575144052091,-0.06419144560619354,-0.0,0.0,-0.3972884357434321,-0.8431533077259687,-0.0,-0.0,0.3947769665333889,0.0,0.0,-0.016374542179553003,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.00713993787363901,0.0,0.07394081772167675,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.12682012388082986,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,2.5974512730782786,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.007255600922944384,-0.0,0.0,-0.04145531568274304,0.32753556987759885,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.234822547582197,0.0,-0.0,-0.0,-0.0,-0.005078202393074324,0.0,-0.07199359723856934,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0676352677280579,-0.0,0.0,-0.0,-0.11822306318697628,-0.0,-0.0,-0.029803637119711363,-0.0,-0.19204261936985376,-0.009800411422767294,0.0,-0.0,-1.383950836403088,-0.7361227934336304,-0.0,0.054879422268383736,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.10226051246362088,0.0,-0.0,-0.0,0.04846979439546919,0.0,-0.0,-0.0,-0.0,-0.3794733197698385,0.0,-0.0,-0.0,0.0,0.19893521840155248,0.0,0.0,-0.0,-0.0,-0.07698273862841237,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.031129107977169484,0.0,0.0,-0.0,0.0
0.0,-0.0,-0.1136837587726576,-0.0,-0.14094668621951037,-0.0,2.500468258955128,-0.0,0.24958357533335973,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.2792383994592513,0.0,-0.0529213920451508,0.0,-0.0,-0.10771425273954736,-0.0,-0.07252928102716084,-0.0,0.0,0.0,-0.0,0.02087912745614881,-0.0,0.0,0.0,-0.0,-0.0,-0.1165693847938914,-0.34168661309823606,-0.494559978037596,0.0,-0.0,0.0,-0.0,-0.22104786648283395,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.013728077109922052,-0.0,-0.0,0.0,-0.0,-0.0,-0.08015981640245072,-0.0,-0.0,-0.1852024312522345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1048425404376565,0.09443818761972317,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.011388799618583884,0.0,0.0,-0.0,-0.0,0.0,0.005624544206318637,0.0,0.1107966981919328,0.0,-0.0,0.11841215671895,-0.0,0.30169780993051953,-0.011102985734975233,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,-0.26047156547747297,-0.0,-0.0,0.0,-0.0,3.4438537753738707,-0.0,-0.0,-0.0,-0.09436652090495011,-0.0,-0.07169644467738467,0.0,-0.0,-0.0,-0.487054315624683,-0.0,-0.0,0.0,-0.0,-0.04611692450876194,-0.040276079435527336,0.10407698607851196,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.08441197314083358,0.0,-0.0,0.07884744603714072,0.0,0.0,-0.3748338342647593,0.0,0.07835395800376237,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.20706507780096772,-0.0,-0.0,-0.0,-0.0,-1.0902087324516971,-0.655591190430827,-0.0,0.0,0.0,0.011991783516518724,0.0,0.07918119912836757,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.3155414922832568,-0.0158314657311496,0.0,-0.0,0.0,0.0,0.0,-0.30123526813649765,-0.2005485582411976,0.0,0.3764704705505922,-0.0,0.0,-0.0,0.0,0.07795641511736821,0.0,0.0,0.0,0.0,0.008939667655378512,0.05031596377412846,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
-0.10344275754544131,-0.23880369477998628,-0.0,-0.0,-0.0,-0.0,0.24958357533335973,-0.0,1.7924819736157362,0.23686472093206612,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.017826573286663247,-0.25551412190830647,-0.0,-0.04065483246521971,-0.10821914893781724,-0.0,0.09215030094713372,-0.0,-0.06873748381538043,-0.0,-0.0,-0.0,0.0,-0.0,-0.0039573946651378705,0.0,0.0,0.0,0.0,-0.09721992182974419,0.0,0.0,-0.0,0.0,0.0,-0.22536862260300333,0.0,-0.0,-0.0,0.0,0.08946139082366433,0.0,0.0,0.0,-0.0,-0.07855881355058833,-0.0,0.0,-0.0735880496866306,-0.05096276424329874,-0.0,-0.6207992447548156,0.0,0.0,0.0,-0.009462263606853186,-0.19994145522337137,-0.03366372854473855,0.0,-0.0,0.0025923649440730383,-0.0,-0.032485777987209044,-0.1813650601061524,-0.0,-0.0,0.0,0.07329731316742115,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.2749968230598271,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.23686472093206612,2.8693727860247025,-0.2188086029228044,-0.6636072543788873,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.016449146659747248,0.0,-0.0,-0.0,-0.0,-0.0,0.0018647117723246376,0.0,0.0,0.0,-0.14607788318982634,-0.0,-0.17256637549978943,0.0,0.0,-0.0,0.0,0.0,0.040628042073597846,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.07402928232893184,0.0,-0.0,0.0,-0.0,-0.7988067927869461,-0.19720036869939403,-0.22729008301070155,0.0,-0.0,0.0,0.0,-0.08705617553442793,0.0,0.0,0.0,0.03605146425802924,0.0,0.0,0.0,-0.0,-0.0,-0.7508635641130317,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.15344176248955343,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.09323273472855395,0.001168951397305716,-0.015685169373073973,0.0
0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.2188086029228044,2.551467030259647,-0.8272883772987996,-0.20973924026662988,-0.022318627632108592,-0.0,0.022409139486786855,-0.0,-0.0,-0.1288151440445714,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0626247463079876,0.0,-0.15186479334658912,-0.1999416317626292,0.0,0.30996059703418993,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.11137805079962997,-0.0,-0.1536943142780881,-0.06841308007827442,-0.0,0.0,0.0,-0.0,-0.0865012224543669,-0.0,0.0,0.0,-0.3189593575843215,-0.15140809797011476,-0.0,-0.016396219024880646,-0.06933084724498875,-0.0,-0.0,-0.14509940828610515,0.0,-0.0,0.0,0.3837518008740069,0.0,-0.0,-0.0,0.008477104667101953,-0.0,-0.0,0.0,-0.11051327594900856,-0.0,-0.10506548994220824,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.29137328945488966,-0.12326167863285432,-0.0,-0.0,-0.0,-0.0195005117823657,-0.0
