2.081045493967661031e+00,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,0.000000000000000000e+00.2,0.000000000000000000e+00.3,0.000000000000000000e+00.4,0.000000000000000000e+00.5,0.000000000000000000e+00.6,-0.000000000000000000e+00.3,0.000000000000000000e+00.7,0.000000000000000000e+00.8,0.000000000000000000e+00.9,-1.290145336960090150e-01,0.000000000000000000e+00.10,-0.000000000000000000e+00.4,0.000000000000000000e+00.11,-0.000000000000000000e+00.5,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-0.000000000000000000e+00.6,0.000000000000000000e+00.14,-1.590748008523821255e-01,2.216616708781658784e-01,-0.000000000000000000e+00.7,0.000000000000000000e+00.15,5.513464342427132694e-03,-0.000000000000000000e+00.8,-3.928350280207130660e-03,0.000000000000000000e+00.16,-8.784857913343624425e-01,0.000000000000000000e+00.17,0.000000000000000000e+00.18,0.000000000000000000e+00.19,-0.000000000000000000e+00.9,-1.873762708057746806e-01,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,0.000000000000000000e+00.22,-0.000000000000000000e+00.17,-7.363564213300395969e-03,-1.733315695149796609e-01,0.000000000000000000e+00.23,0.000000000000000000e+00.24,-0.000000000000000000e+00.18,0.000000000000000000e+00.25,-0.000000000000000000e+00.19,0.000000000000000000e+00.26,6.029500723175098414e-02,0.000000000000000000e+00.27,-0.000000000000000000e+00.20,0.000000000000000000e+00.28,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-2.312531972371525621e-02,-5.027081472525618544e-02,-0.000000000000000000e+00.23,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,1.779859536726318206e-02,0.000000000000000000e+00.29,0.000000000000000000e+00.30,6.650786026425414832e-02,1.191094773053957834e-01,7.571867365212128775e-02,0.000000000000000000e+00.31,4.446352399628539925e-02,4.179699867101024924e-02,0.000000000000000000e+00.32,-5.103136390228827507e-02,-3.522123425912624950e-01,0.000000000000000000e+00.33,-0.000000000000000000e+00.26,0.000000000000000000e+00.34,0.000000000000000000e+00.35,1.049599810417724439e-02,-0.000000000000000000e+00.27,0.000000000000000000e+00.36,1.109274917390211945e-01,0.000000000000000000e+00.37,-0.000000000000000000e+00.28,-0.000000000000000000e+00.29,0.000000000000000000e+00.38,-0.000000000000000000e+00.30,0.000000000000000000e+00.39,0.000000000000000000e+00.40,0.000000000000000000e+00.41,0.000000000000000000e+00.42,0.000000000000000000e+00.43,-1.156919896714369775e-02,-0.000000000000000000e+00.31
0.0,2.4802651797930126,-0.2581285685074624,-0.0,-0.0,-0.0,-0.27733767666447745,-0.05401957317761511,-0.11366353711740176,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.03153144106387129,-0.0,-0.07484927559254739,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.032139085755946525,-0.0,-0.0,-0.0,0.0,-0.11164470117427606,-0.0,-0.12072090165683214,-0.0,-0.20572382849171644,-0.0,-0.0,-0.0,-0.1920891301327724,-0.4339719370601224,-0.07005406616725457,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.05237722673383452,0.0,-0.25240543044055014,-0.0,0.0,-0.47839293544127787,-0.0,-0.046076268285037504,-0.0,-0.0,0.0,-0.0,0.032062155193352246,0.0,0.0,-0.0,-0.0,-0.0,0.031827294025681054,0.0,-0.14960611816307237,-0.0,0.0,-0.0,-0.027978142532906397,0.0,-0.0,-0.05515850449290163,-0.0,0.011614762847336276,-0.012795317044449936,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.11482480277633492
0.0,-0.2581285685074624,1.839245415128259,0.0,-0.0,-0.14532801288742359,-0.1729375391088605,-0.04678494397223144,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.039931588527135714,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.14717363013079263,-0.0,-0.0,-0.12190732856679228,0.0,0.0,0.0,0.016287246242843934,0.06322875545013981,0.0,0.0,-0.0,-0.0,-0.12408316818264598,0.0,0.0,-0.5445355609699996,-0.0,-0.09014154284567728,-0.21610315251340903,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.023822123522584997,-0.062270178558405775,-0.0,0.0,-0.09689442155671178,-0.0,-0.0,-0.0,0.0,0.1599580535712418,0.0,0.0,0.0,0.01777445833610149,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.02904246321093735,-0.0
-0.0,-0.0,0.0,2.2126363745124595,-0.5881653848889217,0.0,-0.0,-0.16648781699981569,-0.0,0.0,-0.0,-0.0,0.0,-0.13099071668350523,-0.1542718779503307,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.06650375605506566,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.10027713157096088,0.0,-0.0,0.0,0.0,0.0,0.0,0.1067688677441399,-0.07710272151452718,-0.0,-0.0,-0.0,-0.0,-0.157707210252938,0.0,-0.0,0.0,0.03771674731810565,-0.0,-0.0,-0.0,0.0,-0.0,-0.5072400137063607,-0.0,-0.0,-0.11617449241178739,-0.0,-0.0,0.0,-0.21386924372423985,-0.0,-0.0,-0.0,0.0,-0.0,-0.04359877562771863,0.0,-0.0,-0.0,-0.0,-0.02118112589238672,-0.0,-0.0,-0.0,-0.09951363398520752,-0.158630629295127,-0.0,-0.0,0.0,-0.0,-0.08819473893161939,-0.0,-0.0,0.0,-0.0,0.04173756993530814,0.0,-0.0,-0.0,-0.0,-0.0,-0.19977022968291183,-0.0,-0.05204152633692016,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.5881653848889217,2.447755620228159,-0.16010464518249928,-0.08951679812131105,-0.03943465202372198,-0.3513819265743662,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.10619626872075397,0.0,0.0,-0.0,0.0,0.15624722000958344,-0.0,-0.0,0.0,0.0,-0.0,0.036022932475874056,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.004199558116828518,0.0,-0.585339775161045,-0.0,-0.0,0.0,-0.03905863412667932,-0.2987952589592437,-0.2223727946941896,-0.0,-0.05549197293444,-0.0,-0.0,0.017005364483874966,-0.0,-0.0,-0.029624412132854504,0.0,-0.0,-0.0,-0.04584388208733249,0.056750018326937206,0.0,-0.0,0.0,0.0,-0.007453339858537345,0.0,0.0,0.0,-0.0,-0.0,0.0,0.07510690186346781,-0.0,-0.0,0.0,0.0,0.1082841332241722,-0.062091693703181086,0.0,0.13393775189479035,0.0,0.0,-0.16053117645044365,0.0,-0.049852628086892906,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-0.14532801288742359,0.0,-0.16010464518249928,1.948004085843409,-0.0,-0.0429764826633428,-0.023962752708578727,0.0,0.0,0.0,0.027032926862597936,0.0,0.0,-0.12365789353554076,0.0,-0.0,0.003182442208171236,0.08244684002921168,0.0,0.0,-0.0,0.18601580504106213,0.08341152911423481,0.10715274611687192,0.0,0.0,0.0,0.0,-0.0,-0.03446196881202602,-0.0,0.0,-0.0,-0.0,-0.06166404723979554,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.1323590104680794,0.0,0.0,-0.02371135853919856,-0.0,-0.24965346049792028,0.0,0.0,-0.0,0.0,0.0,-0.39967826747549545,-0.47925927637119864,-0.0,-0.23346645268222113,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.023313727429814073,0.0,0.0,0.0,-0.12528064846098597,0.0,0.0,0.0,-0.05690943283271026,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.27733767666447745,-0.1729375391088605,-0.0,-0.08951679812131105,-0.0,2.676990655861861,-0.5774460416350576,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.04748081045627737,-0.03703841418984124,-0.2328490324496925,0.0,-0.0,-0.0,-0.12734500280576183,0.0,-0.0,-0.11944213371542428,0.0,0.09641160626747075,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.15366933567784652,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.1486692067798342,-0.17240986733500835,-0.0,-0.22801678797869665,0.0,-0.30447065742154567,-0.0,-0.0,0.1054828458340026,-0.0,0.0,-0.0,0.0,-0.04375716755186325,-0.0,-0.13014285514537519,0.0,-0.07844072084532949,-0.09372121514389256,0.0,-0.0,-0.10639180371101384,-0.0,-0.0,-0.0,-0.0,-0.16409392517447355,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.060549041091740266,0.0,-0.0,-0.08433273677715908,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.01047286868726096,0.0,-0.0
0.0,-0.05401957317761511,-0.04678494397223144,-0.16648781699981569,-0.03943465202372198,-0.0429764826633428,-0.5774460416350576,3.5611076512115654,-0.2450629046233008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1642526376443551,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.25343741495051875,-0.15661566387104764,-0.0,-0.001454589860200837,-0.0391911170569392,-1.1016771325647567,-0.5454927659242633,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.13004822399502053,-0.0,-0.4060959234474949,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.017299012050717984,0.0,0.0,-0.0,0.0,-0.0,0.155361976110253,0.0,-0.0,-0.0,-0.042682567949666954,-0.0,-0.0,-0.0,-0.219323460042738,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,-0.11366353711740176,-0.0,-0.0,-0.3513819265743662,-0.023962752708578727,-0.0,-0.2450629046233008,2.6677203489189014,-0.0,-0.0,-0.0,0.0,-0.005612848100928321,0.0,-0.0,-0.0,-0.12522414630818235,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.07255745054307544,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.27063752293551424,-0.491142273388362,-0.0,-0.6062664095517317,-0.23530924678923687,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.010924607754699436,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.2870248773881764,-0.0,0.0,0.0,0.0,-0.0,0.42241392053108096,0.0,0.0,0.0,0.0,0.008006264105431187,-0.19391568384757035,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.16403757271699262,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.953621735540742,-0.16318686521866987,-0.5031685822602612,-0.25804796024802423,-0.0,-0.0,-0.019778728405394293,-0.17406050032064962,-0.0,-0.0,-0.0,-0.22286747386348232,-0.0,-0.0,-0.0,-0.23406227256461676,0.0,-0.0,-0.03176916770472223,-0.0,-0.0,-0.0,-0.3107310792319635,0.0,-0.0,-0.0,-0.0,-0.0,-0.09168823358188441,0.03974959080009619,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0031489294015263057,0.0,0.0,-0.06987879698554285,-0.0,0.0,-0.0,-0.0,0.017436812754157312,0.0,-0.0,-0.0,-0.10688545483836873,-0.03401854143283743,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09740411175826584,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07279220277731349,0.08299370393317755,-0.0,-0.0,-0.0,0.0,0.1500573410768005,0.0,0.14124158678987095,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.16943298255353387,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.018719675447778195,-0.0
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.16318686521866987,1.8289935462260891,-0.3555056866624085,-0.1090991543537768,-0.08071743791199963,-0.061824231778135647,0.0,-0.0,0.0,-0.0,0.0,-0.11806273250052408,-0.0,-0.0,-0.06590241502989551,-0.0,-0.11831860650241625,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.015267137164450526,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.14295442563063046,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.17563295649430155,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.08607782878740057,-0.5160804883598802,-0.0,-0.0,-0.12501476256262176,0.0,-0.0,-0.0,-0.0,-0.03373120003095774,-0.012756279973466924,0.0,0.09994941315917545,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1932770243291538,-0.015795529839541033,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.1655456052588647,0.0,-0.0,0.0,-0.0,-0.0,-0.006866049526918613
-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.5031685822602612,-0.3555056866624085,2.0660092267937036,-0.09297737714000791,-0.0,-0.0,-0.026107021248212577,-0.0,-0.0,-0.0,0.0,-0.10243618834600438,-0.0,-0.0,-0.24228558266136832,-0.03522988903807663,-0.12926513959385613,0.07245663477222922,-0.0,0.0,-0.056585115801138335,0.06836031909053404,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.03314703756955283,0.0,-0.0,-0.1095637854512036,0.0,-0.0,-0.0,-0.0,-0.0,-0.03335104824134589,-0.1286127617073894,-0.19807087242122337,-0.0,-0.0,-0.188787411212744,-0.0,-0.01739724583737141,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.08759162391350342,-0.0,-0.16840793320364295,0.04856971738647953,-0.08200540669548302,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.011495759702650288,0.0
