2.084879771277040827e+00,0.000000000000000000e+00,-6.644725588571893937e-02,0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,0.000000000000000000e+00.3,-1.696590594242255168e-01,-1.742995949969576575e-01,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-0.000000000000000000e+00.6,0.000000000000000000e+00.4,0.000000000000000000e+00.5,2.715516837913890119e-02,0.000000000000000000e+00.6,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,0.000000000000000000e+00.7,-1.651801683044036850e-01,-0.000000000000000000e+00.9,-2.306387642463795795e-01,-0.000000000000000000e+00.10,0.000000000000000000e+00.8,-0.000000000000000000e+00.11,-2.772907718836649660e-01,1.893214427767618002e-01,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,0.000000000000000000e+00.9,1.420583828776270652e-01,0.000000000000000000e+00.10,0.000000000000000000e+00.11,0.000000000000000000e+00.12,-0.000000000000000000e+00.14,0.000000000000000000e+00.13,-0.000000000000000000e+00.15,0.000000000000000000e+00.14,0.000000000000000000e+00.15,0.000000000000000000e+00.16,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,0.000000000000000000e+00.17,3.604236151157804574e-02,-8.061021237001152195e-02,-4.226294327157943953e-01,0.000000000000000000e+00.18,-1.841174136408955109e-01,-1.940858748572237003e-01,0.000000000000000000e+00.19,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,-2.251370925495489450e-01,-0.000000000000000000e+00.20,0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.21,0.000000000000000000e+00.22,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,-0.000000000000000000e+00.26,-4.195326940192556364e-02,-0.000000000000000000e+00.27,2.975146859465894328e-02,0.000000000000000000e+00.23,-0.000000000000000000e+00.28,0.000000000000000000e+00.24,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,-9.049069640746384979e-02,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,0.000000000000000000e+00.25,0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,-0.000000000000000000e+00.34,-0.000000000000000000e+00.35,0.000000000000000000e+00.30,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,-0.000000000000000000e+00.38,-0.000000000000000000e+00.39,0.000000000000000000e+00.31,-0.000000000000000000e+00.40,0.000000000000000000e+00.32,-0.000000000000000000e+00.41,0.000000000000000000e+00.33,-0.000000000000000000e+00.42,0.000000000000000000e+00.34,-2.705440529831703023e-01,-0.000000000000000000e+00.43,-0.000000000000000000e+00.44
0.0,2.5949063632907143,-0.02120273369988438,-0.9507476160690628,-0.38899084180111104,0.0,-0.0,-0.0,-0.07848799662238613,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09660616042059443,-0.626820923167597,-0.0,-0.1336607008036959,0.08234178867656744,-0.5366171616789521,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0977568505005435,-0.0,-0.0,0.0,-0.0,-0.05254212051223429,-0.0,0.0,-0.0,-0.030057203596543847,0.0,0.0,0.04530433451737378,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.06021498631254022,0.0,0.1961865054014792,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.06729043467442146,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.018288556141769188,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.2507253758353135,0.0,0.0486240519534152,0.0,-0.0,0.0,-0.0,0.0,0.0
-0.06644725588571894,-0.02120273369988438,3.2730622905120974,-0.0,-0.2971331761118668,-0.8521901317617598,-0.13407584341015646,-0.5954721504890371,-0.47083100112450577,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.26235040292733364,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.08272130278844582,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.01762885487683117,-0.0,0.0,-0.0,-0.07474748713595812,-0.08970954762833269,0.0,-0.0,0.0,0.0,-0.12091927965986204,-0.3098667801541954,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.022260592190994223,-0.0,-0.0,0.2857143574695488,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.15695604701575447,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
0.0,-0.9507476160690628,-0.0,2.7547947672724926,-0.6627973214019316,0.12577133625975667,-0.0,-0.4460516676786373,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10788145341218744,-0.06174190609079784,-0.12874805005279905,-0.0,-0.0,0.0,-0.0,-0.08808438646730646,-0.0,-0.0,0.07532521077780918,-0.10504045977264324,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.1476581528056979,-0.32459174067521684,-0.0,0.0,0.0,-0.0,-0.19198422208000623,0.0,0.0,0.0,-0.0,0.0,-0.16041320658118935,-0.0,0.0,0.019922469126823612,-0.0,0.0,-0.0,0.10818219145167732,0.0,0.0,-0.16087253036180515,0.0,0.0,-0.0,0.0,-0.0,-0.06503516702840499,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-2.9595516629734964e-05,0.023877442566812797,0.0,0.1383282836213285,0.08232391730366041,-0.0,-0.0,-0.0,-0.0,-0.0,0.23568892232719657,-0.0,-0.0,-0.0,0.0,0.0,-0.08074241305909868,-0.0,0.0,0.0,-0.0,-0.09203132908936064,0.0,-0.0,0.0,-0.0754686506383119,-0.0,-0.007653640669128069,0.0,-0.0
0.0,-0.38899084180111104,-0.2971331761118668,-0.6627973214019316,2.1829799066886966,-0.0,-0.0,-0.13537784049678694,-0.0,-0.0,0.0,-0.0,0.045192517789673155,0.09832975463561144,0.0,-0.22301724786199284,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343558156915271,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.11558258814748444,0.0,0.0,0.0,0.0,-0.1413055944521336,-0.0853141050589654,-0.0,0.0536620546750848,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.1658759145843744,-0.1474412612090971,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.001555687420947959,0.0,0.15540576550558935,0.013836634064151556,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09948841035776218,0.0,0.08396707978094585,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.1202655397407556,0.08486175302270212,-0.0,0.0,-0.21552750769466897,-0.0,-0.0,0.0,-0.0
-0.0,0.0,-0.8521901317617598,0.12577133625975667,-0.0,4.57783146247484,-0.0,-0.0,-0.37836251012904326,-0.19357679794370297,-0.0,-0.0,0.0,0.0,0.0,0.10176170940537647,0.0,0.0,0.0,0.0,0.12299593766221074,0.0,0.0,-0.2320118167186984,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.15038836077060255,-0.0,0.0,0.0,-1.5495116657027097,-1.417269377094245,-0.0,-0.27341822031641716,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09118843334706399,0.16939416432783755,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.1302178572988728,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.09338696610120015,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.13407584341015646,-0.0,-0.0,-0.0,3.5796856978544516,-1.4122132784203507,-0.024262908236938312,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.7172695212539584,-0.0,-0.055662357127891,-0.0,0.0,-0.23646346379349284,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.3985374301682924,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.03343780936681816,0.0,-0.0,-0.16818509295947304,-0.0,-0.0,-0.0,-0.27618524871883765,-0.2104056145500625,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.10708813718726538,-0.0,-0.013506051041993133,-0.0,-0.0,0.0,-0.0,-0.21320258926073976,-0.0,-0.0,0.0,-0.0,0.014749453470436656,-0.0,0.09935221261333203,0.0,-0.0,0.0,0.020185661337618743,-0.0,0.0,0.0,0.1359187626422868,0.010508545683112384,0.0,0.0,0.0,-0.08186853819131792,-0.0,0.0,0.24445759036329529,0.0,0.0
-0.0,-0.0,-0.5954721504890371,-0.4460516676786373,-0.13537784049678694,-0.0,-1.4122132784203507,4.195620376652633,-0.7350766742785354,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.046319141398670605,0.0,-0.5476160760166648,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.04347572923141147,-0.0,0.0,0.0,-0.0,0.0,-0.17724457641506733,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.08147521142222998,-0.0,0.0,-0.0,0.0,-0.002376955689165344,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3920820597703529,-0.3225914555644203,0.0,-0.0,0.0,0.0,-0.0,-0.045321546166657435,-0.0,-0.0,0.04664202606924767,-0.0,0.0,-0.0,-0.12008759740231888,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.05659562947244324,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.014275825714363548,0.0
0.0,-0.07848799662238613,-0.47083100112450577,-0.0,-0.0,-0.37836251012904326,-0.024262908236938312,-0.7350766742785354,3.998135943787396,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.006064938550095112,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.6454657167008712,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.18590209666525892,-0.0,-0.015299576384527098,0.0,0.0,0.0,-0.0,-0.0,-0.3739209741236068,-0.0,-1.3166503434125632,-0.0,-0.0,-0.0,0.0,-0.2454612948346243,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.13858110641273935,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
-0.16965905942422552,-0.0,-0.0,-0.0,-0.0,-0.19357679794370297,0.0,0.0,-0.0,3.53455185815248,-0.5533429391279489,-0.3306315937306912,0.0,-0.0,-0.0,0.0,0.0,0.0,0.3804006321968065,-0.005826406771192664,-0.0,0.0,-0.0,-0.17095541503132328,-0.28797189028807,-0.0,0.0,-0.0,-0.23072960579058127,-0.0,0.0,-0.0,-0.019733772684487,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.00034130510207816626,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.47853674867708346,-0.0,-0.0,-0.0,-1.2672337367445403,-0.0,-0.0,-0.0,-0.0,0.0,0.0060250973166702795,0.0,-0.0,0.02993536785158648,0.0,0.07137766818391694,0.0,0.02491647110856936,0.04348864939966103,-0.0,-0.0,-0.0,-0.0,-0.049368954495520395,0.12483254007727689,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.03766845598214701,0.0,-0.0,-0.19466612365530972,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
-0.17429959499695763,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.5533429391279489,3.3200146347634387,-0.5349896054023345,-0.0,-0.04780241172423936,-0.6280250922508396,0.0,0.0,0.0,0.025262164063073824,-0.0,-0.0,0.0,0.0,-0.0,-0.1612602736385129,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.06534727200838536,-0.02413807934988844,-0.0,0.0,0.14013418055259355,0.0,-0.0,-0.0,0.0,-0.0,-0.3334050752494287,-0.8994151410007177,-0.017091132399629363,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.006723188959030439,0.11992525910852107,0.0,0.08427372090091445,0.03669759530302676,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.14483772220158644,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.020955026954398343,0.0,0.0,0.0,-0.0,0.0,-0.03636579613485666,-0.0,-0.0
