1.397195061215334322e+00,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00,-0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00.2,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-0.000000000000000000e+00.3,0.000000000000000000e+00.5,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,9.363936567193677230e-02,0.000000000000000000e+00.6,-4.480852065364337999e-01,0.000000000000000000e+00.7,0.000000000000000000e+00.8,3.285324478265226888e-01,-0.000000000000000000e+00.6,2.283844520999737393e-01,0.000000000000000000e+00.9,0.000000000000000000e+00.10,-0.000000000000000000e+00.7,-6.001593574931866210e-02,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,8.726853647879595499e-02,-2.617190610967481262e-02,2.850639861704384881e-02,-4.737543793673665293e-02,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,0.000000000000000000e+00.11,-0.000000000000000000e+00.13,-1.874520800751129992e-02,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,0.000000000000000000e+00.14,-6.536824826947848499e-02,0.000000000000000000e+00.15,-0.000000000000000000e+00.17,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-3.065148721130331322e-01,0.000000000000000000e+00.16,3.133756986933796101e-03,0.000000000000000000e+00.17,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.18,0.000000000000000000e+00.19,1.194281150410902992e-02,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-0.000000000000000000e+00.24,-1.824123234596633503e-01,-0.000000000000000000e+00.25,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-0.000000000000000000e+00.26,-0.000000000000000000e+00.27,2.192064857956208673e-02,-0.000000000000000000e+00.28,0.000000000000000000e+00.24,-0.000000000000000000e+00.29,0.000000000000000000e+00.25,-0.000000000000000000e+00.30,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,-0.000000000000000000e+00.34,-0.000000000000000000e+00.35,0.000000000000000000e+00.26,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,0.000000000000000000e+00.27,0.000000000000000000e+00.28,-4.038164658522973294e-02,-1.138808387764437269e-01,-0.000000000000000000e+00.38,-1.125547829988501197e-02,0.000000000000000000e+00.29,-0.000000000000000000e+00.39,0.000000000000000000e+00.30,0.000000000000000000e+00.31,1.423949793556510135e-01,-0.000000000000000000e+00.40,-0.000000000000000000e+00.41,-0.000000000000000000e+00.42,-3.966133341888861130e-03,-0.000000000000000000e+00.43,-1.264501393155275655e-01,-0.000000000000000000e+00.44
0.0,1.9621905048989603,-0.0,-0.0,-0.008213994717302754,0.0,-0.0,-0.0,-0.0,-0.0,-0.018402575158573783,0.07556871538694036,-0.0,-0.0,-0.0,-0.04417230385847244,0.0,-0.0,-0.0,-0.14499500498739515,-0.26056654934132384,-0.0,-0.10328459533345452,0.0,0.18723952931539276,0.0,0.0757006613175199,0.0,-0.013582823911317503,-0.0,0.0,0.0,-0.27111284087841253,0.0,0.0,0.07208698249222166,0.0,-0.04028048537609154,-0.0,-0.0,-0.0,0.0,0.05221166057580907,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.6613066562508055,-0.0,-0.47280606701843914,-0.0,0.0,0.0,-0.047050239588510526,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.11619677094782944,-0.0,-0.0,-0.0,0.0,-0.2031409877925411,0.0,-0.0,0.0,0.0,0.0,-0.13083614749843803,-0.0,-0.003214925887525967,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0975924419887144,-0.13197743982424573,0.0,0.0,-0.0,0.0,-0.03176482472946626,-0.08084185199523136,-0.0,-0.0
0.0,-0.0,1.660940340216009,-0.0,-0.0,-0.3986583178009305,-0.0,-0.324778408222947,-0.09310282843144195,0.0,0.0,0.0,-0.0,-0.08728130203184428,-0.03861398177119725,0.0,-0.015055080527258659,-0.0,-0.0,0.0,0.0,-0.07979140851893607,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08301078736600111,-0.0,-0.0,0.11677759288892758,0.0,0.0,-0.0,-0.037745515978797994,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.013476212948153836,-0.15601974968646676,0.120851356591363,-0.0,-0.0,-0.11663215009180548,0.0,-0.17193647593344985,0.0,0.07812584958703706,0.0,-0.0,-0.0014042620692093699,-0.0,-0.11168691412747436,-0.0740235632080289,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.12125979065436752,0.0,-0.0,-0.0,0.0,0.02010046959367815,0.03665436244385988,0.035930216893742074,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.08452131867931392,0.0,0.19174194465027852,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.024441907881758363,0.0
-0.0,-0.0,-0.0,3.1839874334016898,-0.28050658999776706,0.07321986138333052,-0.0441583837943554,-0.3875270739086529,-0.0,-0.25571971439713903,0.0,0.08172765661677975,-0.0,0.0,0.0,-0.2997337955808284,0.0,0.0,0.0,0.05617381875146978,0.0,0.0,-0.0,0.0,0.01682511455429522,-0.0,-0.0,0.24994139738464377,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.1946659965468817,0.0,0.0,-0.0,0.0,-0.0,0.2064517717385067,-0.0,0.007287809194642886,-1.3376261823506312,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.35345961089638733,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0262480810959007,0.07080802627868477,0.0,-0.1668857266969694,-0.0,-0.11965556248882288,-0.0,-0.0,-0.0,0.1050233546803866,0.0,0.27756221742312764,0.067703755176436,0.021092852536287215,0.0,-0.0,0.0,-0.1994709635660006,0.0,0.0,0.0
-0.0,-0.008213994717302754,-0.0,-0.28050658999776706,2.380530848176744,-0.0,0.0,0.0,-0.1331621958873066,-0.07961039202646611,0.0,0.07648134043384841,-0.0,0.0,0.0,-0.06024426178956054,-0.0,-0.0,0.042275796733822826,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.030812297646194683,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0992344925108895,-0.0,-0.007663971272358397,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0908775807825093,-0.0,-0.0,-0.0,0.1242328646573937,-0.0,0.0,-0.8351038131772851,-0.45255130305790553,0.0,0.0,-0.134680681177508,-0.0,0.0,0.0,-0.0,0.0,-0.00577617649538701,-0.10127218816971605,-0.0,0.0,0.01399166789870728,0.0,0.0,0.0,0.22228030853222905,0.18293586506633008,0.00605342291276942,0.019663008664940213,0.35798676817757885,0.0,0.013108810012604987,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.03204962257980024,-0.0,0.0,-0.0,-0.0,-0.0,-0.04889947745860036,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,0.0,-0.3986583178009305,0.07321986138333052,-0.0,2.4799689856601312,0.0,0.0,-0.3090174065162011,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.1281551818206803,-0.0,-0.0,0.0,-0.09745694957535171,-0.0,0.0,-0.0,-0.0,0.14835448801318935,0.0,-0.0,-0.0,0.04595477715913405,0.0,0.0,0.0,0.01765820997833874,-0.0,0.0,-0.0,0.04014141456774441,0.0,0.0,0.0,-0.5230015489446576,-0.0,-0.013755134182265904,0.0,-0.0,0.0,-0.7146554991588993,-0.40086226038065337,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.1301155590877277,-0.009608604405128103,-0.0,-0.12202216089612047,0.0,0.0,-0.0,-0.0,-0.4277142877576002,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.13816025918790692,0.0,0.14081698393518527,0.09581909841768259,-0.0,0.0,0.0,-0.08435701257236412,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0441583837943554,0.0,0.0,2.455163655739833,-0.3319156861835859,-0.0,-0.276565069361065,-0.0,-0.07940783040701468,-0.0,0.0,-0.0,-0.7934510077387302,-0.0,-0.15601000653989347,-0.0770881779071334,0.0,-0.0,-0.0,-0.11633622455620314,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.22701829088535727,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.02198526352538163,-0.0,0.21524556963116487,0.0,0.0,-0.0,0.0,-0.0,-0.05172975495864535,-0.2972716337085733,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.22214076799495483,-0.0,-0.0,-0.0,-0.0,-0.2104816447192502,0.0,-0.0,-0.0,-0.0,-0.10944232627546396,-0.14667896675633488,-0.06473076864578355,-0.0,0.0,0.0,-0.018852041271832147,-0.0,-0.0,-0.0,-0.062420239238868455,-0.0,0.0,0.17811459272918395,-0.0,0.0,0.0,0.08567439702367736,-0.045688424786219775,-0.0,-0.0,0.03072032277962407,-0.0,0.0
0.0,-0.0,-0.324778408222947,-0.3875270739086529,0.0,0.0,-0.3319156861835859,2.8345958744239845,-0.2298813270940711,0.0,0.14888520018304763,0.0,-0.0,0.0,0.02342334085777189,-0.08278910103364653,-0.0,-0.154775075049382,-0.10855955142656196,0.11357103985183944,0.0,-0.0,-0.154636638548571,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.009869185086313504,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.12155818942394447,-0.0,0.0,0.0,-0.11263510641133324,0.0,0.0,0.08590888724142966,0.19391405980506168,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.5174044698593596,-0.37870780475518245,0.24290516214341448,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.14402756120365823,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.101331894051843,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.32137171870427145,0.0,0.0,0.0,-0.0,0.0,0.0,0.26022229504216554,0.028424913219950224,0.0
0.0,-0.0,-0.09310282843144195,-0.0,-0.1331621958873066,-0.3090174065162011,-0.0,-0.2298813270940711,1.699898559620143,-0.0,0.20358305937564952,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.03452241171714785,-0.0,-0.19046159132962837,0.0,0.1137635731798924,0.0,0.0,-0.0,0.004303062373890918,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.10632021551149955,0.2981020676569115,0.0,0.13001945203714435,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.02914830706259629,-0.27694517240538363,-0.035857557528484366,-0.1801645176265269,0.04817877103780844,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00027530808668360754,-0.0,-0.02310085691138914,-0.0114478314997556,0.13837011857920975,0.0,-0.06350135744021641,-0.0,0.0,0.14469038061922176,0.03015219174057229,0.13635330848099975,-0.05564013409104952,0.0,0.0,0.0,-0.0,-0.07205175496132198,-0.0,0.0,-0.0,-0.003378727399012792,-0.0,0.0,-0.0,-0.12053177331044732,0.0,0.0,0.061537630359419226,0.0,0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.25571971439713903,-0.07961039202646611,-0.0,-0.276565069361065,0.0,-0.0,1.7372889685170136,-0.0,-0.14991490297456764,-0.0,0.0,-0.0,-0.05856518462533856,-0.0,0.0,0.0,0.017766438569421672,-0.0,-0.0,0.0,-0.09897594279591758,-0.3095483877190163,0.24438497283785204,0.057056155832598335,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.1720746402031516,0.0,0.0,0.10682587574114616,0.14228274356649162,0.0,0.0,0.0,0.0221711884853648,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.06333754059540889,0.0,-0.0,-0.2800700896065212,-0.1285616182110854,-0.06085827752429498,-0.0,-0.0,-0.0,-0.10518401363159043,-0.0,-0.0,0.0,0.09960382843834861,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.10150286303999768,-0.10464210144290895,-0.0,0.0,0.0,0.06281357270168011,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.017661068884235492,0.0,0.20473831281603183,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
0.0,-0.018402575158573783,0.0,0.0,0.0,0.0,-0.0,0.14888520018304763,0.20358305937564952,-0.0,2.1241859396912552,-0.0,-0.0,-0.244625202547343,-0.11422399460413428,0.02720520472265724,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.1385197972182242,0.0,0.0,-0.37297653125548647,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.046546417559789936,-0.0,0.0,-0.1324026007830715,0.2366377939963904,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0135576063970456,-0.19152709407469248,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.05396475307712087,-0.5987895978175429,-0.0,-0.33739106164593186,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.2561969924974216,-0.03203799810210183,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.04082952855957139,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.02303551804711748,-0.20880930686641547,-0.0,-0.0,-0.0,-0.0,-0.0,-0.042522484205665005,0.0,-0.0
