2.022053793597599736e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,0.000000000000000000e+00.1,-0.000000000000000000e+00.3,3.556461356886124470e-02,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,0.000000000000000000e+00.2,-0.000000000000000000e+00.6,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-0.000000000000000000e+00.7,-2.528231839127310088e-01,-0.000000000000000000e+00.8,0.000000000000000000e+00.5,0.000000000000000000e+00.6,0.000000000000000000e+00.7,0.000000000000000000e+00.8,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,0.000000000000000000e+00.9,0.000000000000000000e+00.10,-0.000000000000000000e+00.11,0.000000000000000000e+00.11,-0.000000000000000000e+00.12,6.479630806623352945e-02,-0.000000000000000000e+00.13,0.000000000000000000e+00.12,-6.103629505181934478e-01,-1.918526653364620860e-01,0.000000000000000000e+00.13,0.000000000000000000e+00.14,0.000000000000000000e+00.15,1.093681043168424384e-02,-1.356827442716415644e-01,1.534712095142443805e-02,0.000000000000000000e+00.16,0.000000000000000000e+00.17,2.194206478717437292e-01,0.000000000000000000e+00.18,0.000000000000000000e+00.19,0.000000000000000000e+00.20,3.487514891600367040e-02,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,-3.296479897473891113e-02,-0.000000000000000000e+00.16,-4.764712893275075967e-01,-0.000000000000000000e+00.17,0.000000000000000000e+00.21,3.040876031853796402e-01,-0.000000000000000000e+00.18,8.148028861055314764e-02,2.076245133817291103e-02,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-1.081837009997716897e-01,-1.363321822739823330e-01,-0.000000000000000000e+00.19,-2.246918531086710691e-01,-2.218586591114320508e-02,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,7.772956768668375094e-02,-0.000000000000000000e+00.22,0.000000000000000000e+00.24,0.000000000000000000e+00.25,0.000000000000000000e+00.26,-0.000000000000000000e+00.23,7.132517906417609743e-02,0.000000000000000000e+00.27,-0.000000000000000000e+00.24,1.991208406284258603e-01,0.000000000000000000e+00.28,0.000000000000000000e+00.29,0.000000000000000000e+00.30,-0.000000000000000000e+00.25,0.000000000000000000e+00.31,-0.000000000000000000e+00.26,3.504469995977934488e-02,0.000000000000000000e+00.32,0.000000000000000000e+00.33,-0.000000000000000000e+00.27,0.000000000000000000e+00.34,0.000000000000000000e+00.35,0.000000000000000000e+00.36,0.000000000000000000e+00.37,0.000000000000000000e+00.38,0.000000000000000000e+00.39,0.000000000000000000e+00.40,0.000000000000000000e+00.41,1.396928922829477060e-01,3.871259673981324034e-02,2.057828267123976151e-02,0.000000000000000000e+00.42,-3.325851356084107424e-01,-0.000000000000000000e+00.28
0.0,3.222702334779428,-0.17717608599398893,-0.45825868010762577,-0.30534169716639503,-0.0,-0.2290581384651328,-0.0710893505833642,-0.0,-0.37130954355510914,-0.0,-0.0,-0.0,-0.0,0.0,-0.5423318200086287,0.0,-0.0,-0.0467983024312172,-0.0,-0.13083133704316527,0.0,-0.07170461283099161,0.0,0.0,0.13139009169124863,-0.0,-0.0,-0.0,0.0,0.0,0.15526754089364309,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.06854774682680742,0.0,-0.08500936083761594,0.0,0.0,0.0,-1.0263935729816551,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.19051218249750568,-0.012614176236968895,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03323502025654185,-0.0,0.0,-0.01659577378652408,-0.0,-0.0,-0.049895325071436965,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02514781300571981,-0.0,0.0,0.0
-0.0,-0.17717608599398893,2.3625937155263586,0.0,-0.0,-0.4638750796305012,-0.0,-0.0,-0.041344223899016416,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.103098650072741,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0753610743237975,0.0,0.0,-0.0,-0.0,0.10597967201715996,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.08300125797781929,-0.0,-0.2702463973402131,0.0,0.0,-0.0,-0.5360549757644805,-0.0,-0.26434645220361896,-0.0,-0.0,-0.33695899797615064,-0.0,-0.2662605713887056,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.1351566356855347,-0.035510666057374865,-0.09580629938397132,-0.0,-0.0,0.0,0.0,0.0,-0.024198488068176847,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.1019203635933408,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.45825868010762577,0.0,3.4305694964648175,-0.7176669040224485,0.0,-0.47808542996650577,-0.7687174639026385,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0018138328108213936,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.006805096972655239,0.0,-0.0,-0.0,0.0,0.0,0.012258006960266797,-0.0,-0.1748558477248162,0.0,-0.036985721702259056,0.0,0.0,-0.21435433145512145,0.05072838901043073,0.0,0.0,0.0,-0.0,0.08604961853316666,0.0,-0.0,0.0,-0.0,-1.032097195583846,-0.0,0.24488618437372683,0.22806689475256003,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.17794855706562343,-0.0,0.0,0.03734703379885292,-0.0,0.0,0.09011960890718297,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.10116332612999936,-0.0,-0.09235916569082099,0.0,-0.229029529679561,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.21465799959735013,-0.0,-0.0,0.0,-0.0
-0.0,-0.30534169716639503,-0.0,-0.7176669040224485,2.6042095448099825,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.12680588686744307,-0.0,-0.0,0.12498714708059872,0.0,-0.0,-0.04750632742409679,0.0,0.0,0.0,0.003916866126906876,0.0,0.0,-0.03810020984576849,-0.06805659793332845,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.03167302485101903,0.0,-0.0,0.08600739411047656,0.0,-0.034225826660093904,-0.14077140924317846,-0.0,0.0,-0.0,-0.11278367108206933,-0.0,-0.0,-0.790263629749403,-0.446662367625806,0.0,0.0,-0.0,-0.0,0.08178623947282365,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.23892564286667772,0.0,0.0,0.0,0.0,0.05134268888155441,0.05553497292322675,-0.0,-0.0,-0.0,-0.0,0.029075573470869354,0.0,-0.2623580314842304,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0462893866530934,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
0.0,-0.0,-0.4638750796305012,0.0,-0.0,3.226342218273196,-0.0,-0.0,-0.8749988544573939,-0.13998634201769883,0.0,-0.0,-0.0,-0.0,0.0,-0.023887577848700367,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.035663517848915104,0.0,-0.004061165952183664,-0.0923229202829248,-0.0,0.0,-0.22868733219073584,0.0059171356061535774,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.08443679516225788,-0.0,-0.0,-0.0,0.0,-0.055441597430293754,-0.0,-0.07127665498214708,-0.0,0.0,-0.0,0.0,0.0,-0.6945888387665876,-0.6378270107235634,0.0,-0.1751717345508597,0.0,0.0,-0.0,-0.0,-0.09731014930648378,-0.0,-0.12854238560914397,-0.0,0.0,-0.08818187343768531,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.04149214548395147,0.0,-0.0,-0.0,0.0604796323582058,0.0,0.06953248011222811,0.0,0.0,0.0,0.0,-0.0,-0.0028306748164612845,-0.25867047249729785,-0.0
-0.0,-0.2290581384651328,-0.0,-0.47808542996650577,0.0,-0.0,3.4683596568486634,-0.5822487955165923,-0.0,-0.008377498816453752,-0.0,0.0,0.0,0.0,0.03475522756651496,-0.4628900698797103,-0.0,-0.17274402144842138,-0.0,-0.0,-0.3637947917568189,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.2671874278405884,-0.0,0.0,0.0,0.0,-0.0,0.0,-1.1820533437371177,-0.0,0.0,-0.035535293334982405,0.0,0.0,0.09089164970630537,0.2628160409514545,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.13520755460003603,-0.0,-0.0,-0.0003819003931340316,-0.0,0.2105175994429592,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.01122538691756466,-0.03762589351238701,-0.0,-0.0,-0.0,0.2664239778979935,-0.0,0.20529263350723465,-0.0,-0.08820177331589342,-0.0,-0.0,0.0,0.0,0.0,0.0,0.24030978629455557,0.0,0.0,-0.0,-0.0,0.09226407644567008,0.0,0.0,0.0,0.0
0.035564613568861245,-0.0710893505833642,-0.0,-0.7687174639026385,-0.0,-0.0,-0.5822487955165923,2.690113818939487,-0.0,-0.20591370873526568,-0.038219428833040456,-0.07130395082864391,-0.0,-0.0,0.0,-0.024980866788746968,-0.0,-0.05760972848286169,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.1112832082651315,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.03065597009843424,0.0,0.0002399504622434105,0.0,0.0,-0.0,0.0,-0.05289724143818415,-0.04624149290232814,0.13703609059182903,0.0,0.03060764040577326,0.0,0.0,0.0,0.06846178186156157,0.0,-0.0,-0.0,-0.0,-0.06159228692482703,-0.0,-0.42772599002936906,-0.5023302931213828,0.0,0.0,-0.0,0.03385149377658692,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.1832377084084204,0.0,0.1008156314493611,-0.13730337494391173,-0.0,0.0,-0.0,0.0,0.0,0.0,0.033434124669042505,0.0,0.0,0.0,-0.0,0.0,0.08663983948070508,-0.0,-0.02054143746084944,0.0,0.0
-0.0,-0.0,-0.041344223899016416,-0.0,-0.0,-0.8749988544573939,-0.0,-0.0,3.13897636193958,-0.1739483497242396,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.5547579368548553,0.0,-0.0,-0.0,-0.0,0.0,0.16961780337751983,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.009881391411681961,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.4125731268521595,0.16159871045729268,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.102930583685794,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0179590703433417,-0.0,0.0,0.0,0.09710271743398624,0.0804016928741411,-0.0,0.1818780713328196,0.0,0.0,-0.0,0.0,-0.0,0.010074539160275384,0.0,0.0,0.0,0.08837623889944964,0.0,0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.37130954355510914,-0.0,-0.0,-0.0,-0.13998634201769883,-0.008377498816453752,-0.20591370873526568,-0.1739483497242396,3.2703699107734447,-0.0,-1.0023993163578493,-0.22082195882374975,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19463197223679887,-0.0,-0.1690850248235798,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.586681959412561,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.003625703645666376,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1642110080069308,-0.029017182431651696,-0.0,-0.0,-0.3648015696769122,0.0,0.14455576910938867,0.0,0.0,-0.05471393879441926,-0.08179811861366337,-0.24352266142836432,-0.0,-0.0602064479063707,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.038219428833040456,0.0,-0.0,1.6907262285239728,-0.4784473997250691,-0.06768699709317437,-0.0,-0.0360563979023053,-0.0,-0.0,0.0,-0.0,0.034896309354901706,-0.0,-0.0,-0.0,-0.0,-0.1423868858006465,-0.24156605035477133,0.0,0.0,0.0,0.0,-0.04423992587805908,0.0,0.0,0.0,0.0,0.011360287098991596,0.0,-0.0,-0.0,0.0,-0.166418743558657,-0.0,-0.06779437517006207,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0537761193307686,-0.0,0.0,-0.02793550889654775,-0.0,-0.0,0.0,-0.0,0.0,-0.09870621869624768,-0.2539740981690204,0.0,-0.0,0.0,-0.0,0.0,-0.04450469544788852,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.10592853230833514,-0.0,-0.23107796083243104,0.011649902882204452,-0.0,-0.0,0.0,0.004636146046106066,-0.0,-0.0,-0.13767256636901673,0.0,0.15715249443262183,-0.0,0.0,0.13977361204931743,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.01841340363362333
