2.208266194666164139e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,0.000000000000000000e+00.1,-0.000000000000000000e+00.4,0.000000000000000000e+00.2,-5.551620921909107553e-02,8.443287031224701311e-02,-0.000000000000000000e+00.5,1.588606926750154302e-01,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-1.845859767240485283e-01,-3.060187791971062318e-02,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,0.000000000000000000e+00.5,0.000000000000000000e+00.6,0.000000000000000000e+00.7,-0.000000000000000000e+00.8,0.000000000000000000e+00.8,-0.000000000000000000e+00.9,0.000000000000000000e+00.9,1.564265014707620638e-02,0.000000000000000000e+00.10,-0.000000000000000000e+00.10,0.000000000000000000e+00.11,-0.000000000000000000e+00.11,-1.979905798051068699e-01,-1.265815206544264604e-01,-0.000000000000000000e+00.12,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-0.000000000000000000e+00.13,-2.386168467744632926e-01,2.195672337303213040e-02,-0.000000000000000000e+00.14,0.000000000000000000e+00.14,1.953548390142363644e-01,0.000000000000000000e+00.15,0.000000000000000000e+00.16,0.000000000000000000e+00.17,0.000000000000000000e+00.18,2.196240711533317957e-01,-9.046829293500412150e-02,-5.090909790200655316e-02,0.000000000000000000e+00.19,-7.778109119180653952e-01,0.000000000000000000e+00.20,0.000000000000000000e+00.21,6.308342839815762881e-02,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-0.000000000000000000e+00.15,0.000000000000000000e+00.24,8.759905042001675524e-02,7.282824327321871238e-02,0.000000000000000000e+00.25,0.000000000000000000e+00.26,-0.000000000000000000e+00.16,-9.637546560718560085e-02,-2.313583527618758018e-01,-0.000000000000000000e+00.17,-6.185188896916034296e-02,0.000000000000000000e+00.27,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,0.000000000000000000e+00.28,-0.000000000000000000e+00.23,0.000000000000000000e+00.29,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,-0.000000000000000000e+00.26,0.000000000000000000e+00.30,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,0.000000000000000000e+00.31,-0.000000000000000000e+00.29,0.000000000000000000e+00.32,-0.000000000000000000e+00.30,-0.000000000000000000e+00.31,0.000000000000000000e+00.33,-0.000000000000000000e+00.32,0.000000000000000000e+00.34,0.000000000000000000e+00.35,-0.000000000000000000e+00.33,0.000000000000000000e+00.36,0.000000000000000000e+00.37,3.182314670204137164e-01,0.000000000000000000e+00.38,0.000000000000000000e+00.39,-0.000000000000000000e+00.34,-1.897914751202834094e-01,0.000000000000000000e+00.40
0.0,3.7336655029243495,-0.40006713516544634,-0.1551405176107448,-0.5684558171283683,0.0,-0.0,-0.5962078216504209,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.05793010520850433,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.08088844573974927,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.9227116626406786,-0.21856856285087384,-0.23087994993638147,-0.0,-0.0,-0.16686227679664783,-0.5317424694199444,0.0,-0.0,-0.0,-0.0,-0.3189301161426859,0.0,-0.0,0.0,-0.0,-0.04099365586902396,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04168736113360321,-0.25922864492980296,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.007458534386684858,0.0
-0.0,-0.40006713516544634,3.266612425747412,0.0,-0.0,-0.4326716511790335,-0.0,-0.0,-0.8756984363651702,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.29536807671166326,-0.0,-0.0672254843236946,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.1429412415781788,0.0,-0.0,0.0,0.0,0.0,-0.0,0.17071648215334173,0.0,0.018928641464729175,-0.0,-0.0,0.0,0.1411845703631715,0.0,0.0,0.0,0.0,-0.0,0.09138391281261662,-0.0,-0.0,0.0,0.0,0.0,-0.187170689011651,-0.5737586118132093,-0.0,-0.0,-0.0,-0.421704762039136,-0.0,-0.0,0.0,-0.0,-0.0,-0.17078400308169764,-0.10109347599058784,0.0,-0.0,0.0,-0.004274473494709588,-0.026860431786795768,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.03440556181484086,-0.0,-0.0,-0.008227810857003167,0.1019813870707024,-0.0,-0.24834399143378383,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0032239955118362625,-0.15998889736782196,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.1551405176107448,0.0,3.33547152144714,-0.46759250352817694,0.0,-0.0,-0.9775518642378817,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015749708072227207,0.0,0.01690856196272601,0.15121571835980427,0.13408260869707236,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.08741039476334261,0.0,0.0,-0.0,-0.0724417679767557,-0.04231296166229084,-0.1439159019000129,0.09325138733751073,0.0,-0.07762524100838497,0.0,-0.0,0.0,0.07685215814100683,0.0,0.22898244384432187,0.2160196078696701,0.0,-0.0,-0.0,0.0,-1.3686135126665389,0.5488079681844736,0.0,-0.0,-0.18638668436738404,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.10728187701753018,0.0,0.0,0.10817624440175024,-0.14616500759658435,-0.2615236333268467,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.04564862618447475,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
-0.0,-0.5684558171283683,-0.0,-0.46759250352817694,3.117225100813048,-0.1670594121811471,0.0,-0.0,-0.1253950292230934,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13063784142905352,0.07499477771281503,0.05202894765040968,-0.0,0.0,0.21833932001398793,0.0,0.0,-0.04315104908415515,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.12126420363587088,-0.0,-0.0,-0.7699319766532116,-0.0,-0.0,-1.05256885996825,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.11721283418913084,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.03789440542200834,0.020311765209881594,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-0.0,0.0,-0.4326716511790335,0.0,-0.1670594121811471,2.729134925995368,0.0,0.20901613169496427,-0.0760362868370355,-0.05477248680027104,-0.19791619066625207,-0.0,-0.0,-0.0,-0.0,0.03082304755296339,-0.02764563322638764,0.2506570264027588,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.17896594720831568,-0.0,0.0,-0.009941150531007997,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.30637128213354087,0.0,0.0,-0.0,0.0,0.11642180355971304,0.18644014766040837,-0.02545443001868242,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.30123310500412936,-0.9681579215847272,0.08935787254064183,0.0,-0.0,0.0,-0.0,-0.1550147184654085,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1794751895302701,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.07964874461508267,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.20035636045944608,-0.0
0.0,-0.0,-0.0,-0.0,0.0,0.0,2.4435321680986912,-0.25219400375342094,-0.0,-0.11388027491852291,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.13413695553358929,-0.0,0.0,0.0,0.0,-0.13282801348064413,0.0,0.0,-0.0128551838814493,0.0,0.11396032094220011,0.0,0.2676876082370568,0.0,-0.0,-0.16263643343710618,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499372325839332,0.0,0.0,-0.0,-0.0,-0.2836367994772808,-0.0,-0.0,-0.0,-0.39362661341748906,-0.2253596280217884,-0.0,0.0,0.0,-0.0,-0.10593669454708304,0.0,-0.18811464309706843,-0.0,-0.4573975298388965,-0.031229228397129997,-0.0,-0.0,-0.109642977627448,-0.0,-0.0,-0.06407810704142039,-0.02244998962004013,-0.0,-0.08665730985923421,-0.01782499576640096,0.0,-0.0,-0.1509312096949899,0.019931317745609748,0.0,-0.030882793988121847,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3503293520500602,-0.0,-0.20520928896310675,0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.5962078216504209,-0.0,-0.9775518642378817,-0.0,0.20901613169496427,-0.25219400375342094,4.788578354235818,-0.0,0.0,0.0,0.06531811308499466,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.055724239238942805,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.00787976683997606,-0.0,0.0,-0.0,0.0,0.11012328704996396,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.8443894446764438,0.0,-0.0,0.0,-0.0,-1.2061415248394467,-1.1952490437494565,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.11907677095002848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.23961299299643712,0.0,0.0,-0.0,0.0018484343368301208,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.11278091607401385,0.0,-0.0,0.0,-0.0,0.017333038205868696
0.0,-0.0,-0.8756984363651702,0.0,-0.1253950292230934,-0.0760362868370355,-0.0,-0.0,3.566626681283156,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0004972046554153473,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03524336445977229,-0.0,0.0,0.19279435597615205,0.0,-0.01893073972615711,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.04761102867881933,-6.916072450065207e-05,-0.16344842770896836,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.9606795386420311,-0.5052383220358864,-0.0,-0.7839374569509225,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.019546081609485268,-0.23228562906773065,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0786605429963998,-0.0,-0.0,-0.0,0.1107962341457916,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.042809870911541,-0.0,-0.04642049582541198,-0.0,0.05852460281078736,-0.14200704051651802,0.0,-0.0,0.0,-0.24228343547514253,0.0,-0.0,-0.0
-0.05551620921909108,0.0,0.0,-0.0,-0.0,-0.05477248680027104,-0.11388027491852291,0.0,-0.0,3.0326841128249318,0.0,-0.023443091205658264,0.0,-0.0,0.0,0.0,-0.0,0.2360610182871682,0.1416218002690756,-0.0,0.0,-0.0,0.0,-0.4229914959592482,-0.4614934662678096,0.1448037288273109,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.046812679364790194,-0.0,-0.10355092332320416,-0.0,-0.0,-0.0,-0.2943133624592118,-0.6422680851047119,0.0,0.0,0.11718350046113388,0.0,-0.0,0.0,0.2702682645092612,0.0,-0.029027889735562112,0.0,-0.0,0.07026127550375741,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.9140413010372263,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.027812313154476066,0.04508309792445004,0.0,0.0,0.0,0.0,-0.25084682257951807,-0.026527978411236657,-0.0,-0.03530528359772904,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.013298007539454,-0.0,-0.0,0.0,-0.02121026992358338,-0.0,-0.0,-0.1678914973817286,-0.023613376849494383,0.0,0.0,-0.0,0.0,-0.02172071543489394,-0.0,-0.0
0.08443287031224701,-0.0,-0.0,0.0,0.0,-0.19791619066625207,-0.0,0.0,-0.0,0.0,2.7301432693785874,-1.079078209276728,-0.31346221635137583,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.1759967063497355,0.0,-0.0,0.0,-0.0,-0.04046951368168479,-0.09106198839507638,0.05404589114516795,-0.0,0.0,0.0,-0.16319873027859735,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.7891184950535581,-0.10569220671976445,-0.03314436310726391,-0.0,0.0,-0.0,0.0,0.0,-0.028384338854194176,-0.0,0.0,0.12260842861689727,-0.0,0.0,-0.0,-0.031095397392503617,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.1647177800031621,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.22337388418260865,-0.0,0.04481982350273178,0.0,-0.0892618032412766,-0.0,-0.0,0.0,-0.0,-0.0
