2.245292182722100183e+00,-0.000000000000000000e+00,-3.412114525705284840e-01,-1.321608999896579095e-01,-4.858106297639348814e-02,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00.4,0.000000000000000000e+00.2,-0.000000000000000000e+00.5,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-2.924731393221692288e-01,0.000000000000000000e+00.5,-0.000000000000000000e+00.6,0.000000000000000000e+00.6,0.000000000000000000e+00.7,-0.000000000000000000e+00.7,0.000000000000000000e+00.8,-2.221454074936543566e-02,0.000000000000000000e+00.9,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,0.000000000000000000e+00.10,0.000000000000000000e+00.11,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,-0.000000000000000000e+00.14,0.000000000000000000e+00.12,-0.000000000000000000e+00.15,3.111814003466528006e-02,0.000000000000000000e+00.13,0.000000000000000000e+00.14,8.687359619039136324e-03,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-8.456517215837022761e-02,-9.561065389203460274e-02,0.000000000000000000e+00.15,0.000000000000000000e+00.16,2.371427870401211432e-02,0.000000000000000000e+00.17,0.000000000000000000e+00.18,-0.000000000000000000e+00.18,0.000000000000000000e+00.19,-3.641098299996599619e-01,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-3.216616221963967265e-02,0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-1.290097488889448141e-01,0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-2.166666530607150483e-03,-0.000000000000000000e+00.23,-2.128096405053298001e-02,2.313674201607714420e-01,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-0.000000000000000000e+00.24,-2.961964270443141062e-02,0.000000000000000000e+00.24,0.000000000000000000e+00.25,-0.000000000000000000e+00.25,-8.497808806672213500e-02,0.000000000000000000e+00.26,-0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,-0.000000000000000000e+00.27,0.000000000000000000e+00.30,-0.000000000000000000e+00.28,-1.051204660721829359e-01,0.000000000000000000e+00.31,1.072934871904732690e-01,0.000000000000000000e+00.32,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,1.020170977150135216e-01,0.000000000000000000e+00.33,6.048877884444155140e-02,-0.000000000000000000e+00.31,0.000000000000000000e+00.34,-7.839784292776254271e-02,-3.853744219150480044e-01,0.000000000000000000e+00.35,-0.000000000000000000e+00.32,0.000000000000000000e+00.36,-0.000000000000000000e+00.33,0.000000000000000000e+00.37,0.000000000000000000e+00.38,-5.790997724525713819e-01,0.000000000000000000e+00.39
-0.0,5.382469644675766,-0.2225712463559208,-1.5119208852478263,-0.9414835195561981,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42690195669974645,0.0,-0.02989110724854369,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.00026930240293092454,0.1573456239179593,-0.0,-0.05267062407393706,-0.0,-0.06275901774396994,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.3830212031604354,-0.3125534313306897,-0.7211038020648237,-0.0,0.038042878496263616,-0.022413065306749573,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.00926565163498718,0.0,-0.0,-0.0,-0.04030967665837893,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
-0.3412114525705285,-0.2225712463559208,3.0599251934293186,-0.0,-0.05007638415343733,-0.553122311191483,-0.0,-1.0493206686343324,-0.00682872193703026,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.13110490445278303,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.16613646467771437,-0.0,0.0,0.0,0.0,0.0,0.0,0.049743114665723016,0.0,0.0,0.0,0.0,-0.0,0.0,0.09008160045069848,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13464836111820655,-0.37224898176926846,-0.0,-0.0,-0.07063766933515987,-0.20136026462785103,-0.0,-0.03078271100591905,-0.0,0.0,0.03562321566320659,-0.0,-0.0,0.0,0.0,0.0,0.0,0.1548848387814982,-0.0,-0.0,0.0,-0.04885884951275753,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0326489101895608,-0.0,-0.0,0.0,0.0,-0.0,0.016320366349906974,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
-0.1321608999896579,-1.5119208852478263,-0.0,4.145341163796252,-1.035587391259493,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026653828442685244,0.0,-0.08835632478369018,0.014696649269727668,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0562973578540804,-0.0,-0.0005570009761765198,-0.0,0.0,0.0,0.0,0.0,-0.07057744210295269,-0.03786436463207035,-0.49840208938598773,-0.6650152053147996,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.16507260144284544,0.0,-0.0,0.0,0.02345152951371748,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
-0.04858106297639349,-0.9414835195561981,-0.05007638415343733,-1.035587391259493,2.9577267831635266,0.0,0.09725102436647955,-0.0,-0.0,0.27725879402134057,0.0,0.1096491834789472,0.0,0.10747252986547493,0.06216178694293758,-0.0,0.0,-0.05613123374286789,0.0,-0.0,0.0,0.04869102256653634,0.0,-0.0,0.0,0.053005516811079616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.08899297836456077,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.26696090340648115,-0.0,0.22085665646198183,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.14035440280661182,0.0,0.016317771699149778,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.06585492864850534,0.0,0.0,0.07896667710835562,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.014993412257581364,-0.1275478158099174,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.03244612142399422,-0.0,0.0
-0.0,0.0,-0.553122311191483,0.0,0.0,3.1549488502032617,-0.0,-0.0,-0.5009051386440394,-0.11207052606505465,-0.2108468447370976,-0.0,-0.0,-0.0,-0.0,0.0,-0.026587495525107637,0.0,-0.0,-0.0,0.053171304820858335,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.16049389872635586,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.2796407043458288,-0.0,-0.0,-0.0,0.0,0.0,-0.5500430625494099,-1.2593611368943431,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.15731189607034826,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.11345067233146804,-0.0,-0.0,0.0,0.0,0.0,-0.17108647474985067,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11464926494756758,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
-0.0,0.0,-0.0,-0.0,0.09725102436647955,-0.0,1.9612344922219875,-0.03539862817618464,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.09182921559375093,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.08105486158704987,0.05696337737303055,-0.0,-0.0,-0.0,-0.0,0.08205332930555202,0.0,-0.0,-0.0,-0.0,-0.0,-0.007374618440636722,-0.02918149986589109,0.0,-0.20697018978525508,-0.0,-0.22206784139336808,-0.0,-0.0,-0.44187602365506096,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.037225819810313567,-0.4437558738883071,0.0,0.0,0.0,-0.0,-0.02684737751888004,0.0,0.0,0.055189929326227745,0.0,0.0,-0.0,-0.0,-0.0,0.37517746071718394,0.0,0.0,0.05614879705432544,-0.1499998955339622,-0.0,0.0,0.13649033735370703,0.0,-0.0,0.0,-0.07790548678787082,-0.04561336642189678,0.0
-0.0,-0.0,-1.0493206686343324,-0.0,-0.0,-0.0,-0.03539862817618464,5.448896709152653,-0.17167069208350808,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.070758399861435,0.0,0.0,0.0,0.0,0.0,0.08236699148397078,0.2180020011729887,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.5894518392055724,-0.0,-0.7599102354244978,-0.0,-0.0,-1.3968037203817518,-1.5692387139957547,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.09426737485110039,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03144226905789265,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.058272952728083006,0.0,-0.0,-0.0,0.0
0.0,-0.0,-0.00682872193703026,-0.0,-0.0,-0.5009051386440394,-0.0,-0.17167069208350808,3.6738079678737208,-0.10034332613902208,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0014387308921123619,0.150880993347656,0.0,0.05345213917434461,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999517830525372,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.039458498880148046,0.024059724742995496,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-1.2750132068779827,-0.0,0.0,-1.3362507101291037,-0.0,0.14218679117943503,0.0,0.0,-0.3867850838468058,0.0,0.0,0.07655083179118377,0.09360425099597929,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.06930434292332661,0.0,0.1627109755562416,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.0,0.0,0.27725879402134057,-0.11207052606505465,-0.0,-0.0,-0.10034332613902208,1.7378824797022496,-0.0,-0.3860534177740788,-0.0,-0.05556980151603448,-0.039732977945274285,0.0,0.002672112496527688,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.18889541127727855,0.0,0.013050859560837295,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.10010568798662443,-0.0,0.32199937779899007,-0.2955730144068168,-0.1167680707565652,-0.0,0.0,-0.04197277739235864,-0.0,-0.10940593488793791,0.026755438363533272,0.0,0.0576831420922467,0.060578313930014206,0.0,0.0,-0.0,0.0,0.0,0.0,-0.024252743841419344,-0.0,-0.0,-0.0,-0.3355028048986867,-0.0,-0.0,0.0,-0.12845761920464105,-0.0,-0.13702349713242,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.05076432439329692,-0.0,0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,-0.0,0.0,0.0,-0.2108468447370976,-0.0,-0.0,-0.0,-0.0,2.2736882568826595,-0.5527348592199538,-0.0,-0.08438764977533886,-0.008874301080424148,-0.0,-0.0,0.0,-0.062199293913157774,0.0,0.0,0.0,0.0,-0.0,0.05787089858228368,-0.06224404171280824,0.0,-0.0,0.0,-0.0754042755992694,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.27336309908948586,-0.12868345255040803,-0.0,0.0,0.0,0.0,0.0,-0.0398394904714784,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6363975315125616,-0.12489773097328837,-0.2319734285888776,-0.0,-0.0,-0.07714285076767882,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.10349610320206797,-0.2437065500985096,-0.05175993008972313,0.0,-0.0,-0.0,0.0,-0.027252929601349323,-0.0,-0.0,0.0,-0.0,-0.0,-0.11911600441451956,-0.1718285052489077,0.0,-0.0,-0.0,-0.15966555457617235
