1.669998460666359152e+00,-0.000000000000000000e+00,-4.644949950983480180e-01,-0.000000000000000000e+00.1,0.000000000000000000e+00,-0.000000000000000000e+00.2,0.000000000000000000e+00.1,0.000000000000000000e+00.2,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-1.588424621043167950e-01,0.000000000000000000e+00.5,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-3.016590526346984991e-01,0.000000000000000000e+00.6,0.000000000000000000e+00.7,0.000000000000000000e+00.8,-0.000000000000000000e+00.6,0.000000000000000000e+00.9,0.000000000000000000e+00.10,-0.000000000000000000e+00.7,1.851075921383188091e-02,0.000000000000000000e+00.11,0.000000000000000000e+00.12,0.000000000000000000e+00.13,7.368469799511832841e-02,0.000000000000000000e+00.14,-1.898490409661576783e-02,-0.000000000000000000e+00.8,3.932422231551701078e-03,-3.733694194195782273e-02,0.000000000000000000e+00.15,0.000000000000000000e+00.16,0.000000000000000000e+00.17,0.000000000000000000e+00.18,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,0.000000000000000000e+00.19,-0.000000000000000000e+00.12,0.000000000000000000e+00.20,-0.000000000000000000e+00.13,0.000000000000000000e+00.21,-0.000000000000000000e+00.14,-1.001686330111165035e-01,8.166205223790891365e-03,0.000000000000000000e+00.22,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-3.237525076975001914e-01,0.000000000000000000e+00.23,0.000000000000000000e+00.24,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,4.936581427363220115e-02,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,-0.000000000000000000e+00.24,0.000000000000000000e+00.25,0.000000000000000000e+00.26,-0.000000000000000000e+00.25,-0.000000000000000000e+00.26,0.000000000000000000e+00.27,4.077550107982188393e-02,0.000000000000000000e+00.28,1.257974266693342724e-01,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,-0.000000000000000000e+00.29,0.000000000000000000e+00.29,-0.000000000000000000e+00.30,1.359109363086322131e-01,0.000000000000000000e+00.30,-1.171571548377699085e-01,0.000000000000000000e+00.31,6.380324597607292536e-02,6.845746443704647799e-02,0.000000000000000000e+00.32,-0.000000000000000000e+00.31,0.000000000000000000e+00.33,-0.000000000000000000e+00.32,0.000000000000000000e+00.34,2.021331510604530146e-01,0.000000000000000000e+00.35,4.689303157761692126e-02,-0.000000000000000000e+00.33,-0.000000000000000000e+00.34,-2.403806822429436010e-02,0.000000000000000000e+00.36,-0.000000000000000000e+00.35,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,1.198099253375788653e-01,-0.000000000000000000e+00.38,-0.000000000000000000e+00.39
-0.0,1.8636762919475545,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.07714681114387109,0.3063228480751686,-0.0,-0.0,-0.0,-0.4634104829244185,0.0,-0.0,-0.0,-0.020901604304227286,-0.001747746436353606,0.0,-0.06030135150875838,-0.0,-0.020857457560557957,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.23945199271086556,-0.0,-0.0,-0.0,-0.0,0.0,-0.027176198847060695,0.0,-0.0,0.0,-0.0007062121880228345,-0.03795958609232419,-0.0,-0.0,-0.013214217819487324,-0.0,0.0,-0.012833472960100229,-0.0,-0.00910121256403396,-0.35339694077949024,-0.0,-0.0,-0.0,-0.0,-0.3378159365552052,-0.09282273738616384,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.07299854300055011,-0.13843801743147596,0.0,-0.01999822341606211,0.03531755730674083,-0.0,-0.0,0.19593206909478816,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.03978358625896482,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.010269044469132434,-0.0,-0.0
-0.464494995098348,-0.0,1.7787480862071143,0.0,-0.0,-0.083745162651212,-0.0,0.0,-0.0,-0.0,-0.03631199122997492,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.015318655969598005,0.0,0.0,-0.051446961466234085,0.0,-0.0,0.0,0.0,0.0,0.02776898125585125,-0.0,-0.0748606893122343,-0.0,-0.0,0.04614044384416362,0.0,0.0,0.0,-0.2718629145425635,-0.0,-0.0,0.0872272632923995,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10685537281232348,0.0,-0.0,-0.06535516506313802,0.0,0.0,-0.24698248793301955,-0.4553976428718692,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.02675762446236411,-0.0,-0.0,-0.0,0.16724414676415347,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.012996559549442475,-0.0008924071693792141,0.0,0.0,0.0,0.0,0.13388216427984329,-0.0,-0.0
-0.0,-0.0,0.0,1.7012252705894495,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.007159594837985223,-0.06522377597345816,-0.0,-0.0,-0.4549067971743163,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.11956846212942368,-0.009824471642496276,0.0,-0.05292328853241317,0.0,-0.0,-0.2923279491609765,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.02446560083503136,2.7004922379549277e-05,-0.10789955737618297,-0.0,-0.40570312500936434,0.10423523271446862,-0.0,-0.435204402642582,-0.0,-0.0,0.0,0.0,0.0,0.025919964093876317,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0574155537772208,0.0,-0.02152942117884833,0.0,0.0,-0.004365783433224053,0.0,0.0,0.0,-0.0,0.08002171617153697,0.23672485015700384,0.0,0.09286295500118089,-0.0,-0.0,-0.0,0.0,-0.0,0.08782180325618419,-0.0,-0.0,-0.0,-0.09107007480705011,-0.0,0.03467695434540629,0.1266743286725976,0.0,-0.0
0.0,-0.0,-0.0,-0.0,3.4700824840262614,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.07061272202931629,0.0,0.0,0.0,0.0,0.2056046981227346,0.0,0.17199426405737064,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-8.975003994589359e-06,0.0,-0.0,-0.0,-0.0,0.08087585182129299,0.0,0.0,-0.0,-0.038674817536798765,0.0,0.0,0.0,0.0,-0.0,-0.26443297757624645,-0.0,-0.0,-0.15941989780463692,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-1.532599696927834,-0.4818622325116821,-0.0,-0.0,-0.7335808600555661,0.0,0.008911647105446221,0.16116618207522923,0.13141635098168739,0.060081297752188366,0.0,0.0,0.047744730354669994,-0.0,0.0,-0.0,0.26994145871459024,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.16586138870111428,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.1103556047030208,0.0,-0.0,-0.23193436662113012,-0.0,-0.0,-0.0,-0.14439528297228932,-0.0
-0.0,-0.0,-0.083745162651212,-0.0,-0.0,2.7983346815917653,-0.1273288442661628,-0.0,-0.07916576668374627,-0.0,-0.03472784769338582,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.08495045746132758,0.0,0.0,0.0,0.0,-0.0,-0.046456506291836334,0.0,0.0,0.0,0.09627715224395308,-0.0,0.0,-0.15144697532807497,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.46203810624835295,-0.0,0.0,-0.0,0.0,0.0,-0.3767625426680309,-1.222192872457874,-0.0,-0.0,-0.040327096010053125,-0.0,-0.0,0.11429437260979028,0.0,0.0,0.0,-0.0,-0.26965672109612254,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.03856603842122528,0.0,0.0,0.0,-0.0,0.0,0.07915243975110736,0.0,0.0,-0.0,-0.0,-0.0,0.0960808774381757,0.0,-0.10737089083374732,-0.0
0.0,0.0,-0.0,-0.0,0.0,-0.1273288442661628,2.1816435385849235,-0.1380004748317437,-0.0,-0.03864994853593899,-0.0,0.0,0.0,0.0,-0.0,-0.13335978786188793,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.07858939513171585,0.07127437308149931,0.0,0.1024627425871001,-0.28124405802205715,-0.0,-0.19160587420175404,0.0,-0.0,-0.04377669252316974,0.0,-0.0,-0.0,-0.6628352239094111,-0.3310185214089619,-0.01802631586734291,0.0,-0.0,-0.0,0.0,-0.21322948401919167,-0.2760421759656892,-0.0,-0.09509635189482371,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.17058293695701773,-0.0,-0.15977628561429705,0.0,0.0,0.013927429747439692,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.12023447800873437,0.0,-0.0,0.0,0.0,0.00880223749147527,0.04850776971021952,-0.0,0.009414566988696249,0.04840276132365864,-0.0,0.0,0.0,0.0709391026067033,0.4010021973760852,0.16382559136068156,-0.0,-0.0,-0.22347195504134407,-0.0,0.0,-0.0,-0.053695120952756886,0.0,0.0,0.0,-0.0,-0.07789742222200113,-0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.1380004748317437,3.1675927138224687,-0.6893535756791808,-0.0,-0.0,-0.0,-0.01695341967429889,-0.0,-0.0,-0.2451945470168073,-0.0,-0.6220259529520437,-0.0,-0.0,-0.016756098540608236,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.09543372022052324,-0.0,0.0,0.0,0.1957736754244923,0.09678522219529219,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.20111702701401735,-0.0,-0.15421002855010077,-0.16502930995702284,-0.26129504617285,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5426000262608937,-0.04681607321736741,-0.021103987479228477,-0.4422944456126616,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.08691293888166003,-0.0,0.0,0.0,-0.024877589745504823,-0.0526232312528673,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.10021574863959806,-0.0,0.0,0.0
0.0,-0.0,-0.0,0.0,-0.0,-0.07916576668374627,-0.0,-0.6893535756791808,4.244679090237839,0.0,0.0,0.011738139947761779,0.0,0.0,-0.0,-0.0837584918075554,0.0,-0.0,0.0,-0.07218724014792299,-0.18661475266017183,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.004930228969136337,-0.0,-0.0,0.0,0.0,-0.0,-1.6365218585710624,-0.0,-0.0,0.0,0.0,-0.008960889282046915,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0867326552301431,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.2864492492838034,-0.51479436294682,-0.0,-0.45444229306015543,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12035175411571666,-0.0,-0.0006843413764621002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3025454508095416,-0.037268319617743954,-0.0,-0.0,0.0,-0.0,-0.0,-0.0018019983428641372,-0.0,-0.10037779415032232,-0.16683388468924332,-0.0
0.0,0.0,-0.0,0.0,0.0,-0.0,-0.03864994853593899,-0.0,0.0,2.600336403366181,-0.1024192980004563,-1.0241561800046792,-0.04527279794198428,0.0,-0.0,0.0,-0.15248697014742357,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0550344962223733,-0.2629191170200816,-0.05592067671651408,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.5209499397108717,-0.16143367329219285,-0.0,-0.07310582547594496,-0.0,0.0,0.0,0.24321220677263647,0.19028338229295155,0.0,-0.0,-0.0,0.12658395844080558,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.110601544738889,-0.0,-0.02049044754950589,-0.0,-0.08135818928615839,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.026279676784075202,-0.0,-0.0,-0.0,-0.0,-0.21547055514069427,-0.0,-0.0,-0.0,0.031719909937469905,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.07365788339275298,0.0,0.0,0.0,-0.0,-0.06489369908939123
-0.1588424621043168,-0.07714681114387109,-0.03631199122997492,-0.0,-0.0,-0.03472784769338582,-0.0,-0.0,0.0,-0.1024192980004563,1.3273194339547312,-0.28050938806929204,-0.0,-0.0,-0.0,0.0,-0.05358405939938155,0.0053745667430156125,-0.0,0.21465840113344445,0.0,-0.06871167361453955,0.0,-0.04381346060290507,-0.10796197174506122,-0.0,-0.0,0.0,0.0,-0.03706206971275163,-0.0318553500930203,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.003551878779048243,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.1293560621479433,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.1054229453703904,-0.0,0.0,-0.0,-0.06541923277059722,-0.0,-0.016812685969781496,-0.05572073910222473,0.0,0.0,-0.0,0.06776237144901183,0.0,-0.0,0.10514224273666856,0.0,-0.13384923369029086,0.0,0.0,0.0,-0.0953116265996834
